sample_id	Sodium_GUID_cram	Sodium_GUID_crai
GTEX-14PN3-0004-SM-7DLGK	https://doi.org/10.25491/8w4w-3z82	https://doi.org/10.25491/pfdf-wb70
GTEX-14PN4-0001-SM-7DRP6	https://doi.org/10.25491/kpbh-9f45	https://doi.org/10.25491/r37y-hn25
GTEX-14PQA-0003-SM-7DLH4	https://doi.org/10.25491/mcpt-ky11	https://doi.org/10.25491/sm9j-nv17
GTEX-14XAO-0003-SM-7DLF1	https://doi.org/10.25491/rg39-wr69	https://doi.org/10.25491/dnjn-6381
GTEX-15CHC-0001-SM-7DLH1	https://doi.org/10.25491/bq94-9e40	https://doi.org/10.25491/h49b-3v15
GTEX-15CHQ-0002-SM-7DLEY	https://doi.org/10.25491/v0hd-f736	https://doi.org/10.25491/23ft-qa42
GTEX-15CHR-0002-SM-7DLH5	https://doi.org/10.25491/hqav-tf07	https://doi.org/10.25491/52j8-a360
GTEX-15CHS-0001-SM-7DLFY	https://doi.org/10.25491/0f4v-1d94	https://doi.org/10.25491/f1gq-8905
GTEX-15D1Q-0004-SM-7DLFO	https://doi.org/10.25491/zban-sa32	https://doi.org/10.25491/8d8g-wq39
GTEX-15D79-0004-SM-7DLH2	https://doi.org/10.25491/3vkx-we18	https://doi.org/10.25491/7qbq-0862
GTEX-15DCD-0001-SM-7DLGT	https://doi.org/10.25491/thn4-zw90	https://doi.org/10.25491/10v3-2302
GTEX-15DCE-0003-SM-7DLFB	https://doi.org/10.25491/3nkh-3535	https://doi.org/10.25491/np7b-ec51
GTEX-15DDE-0001-SM-7DLFL	https://doi.org/10.25491/ammr-nz22	https://doi.org/10.25491/0jtk-8r73
GTEX-15DYW-0002-SM-7DLFW	https://doi.org/10.25491/rgpx-3909	https://doi.org/10.25491/fj5y-7f86
GTEX-15DZA-0004-SM-7DLFX	https://doi.org/10.25491/z54y-x041	https://doi.org/10.25491/6jpa-q565
GTEX-15EO6-0004-SM-7DLGJ	https://doi.org/10.25491/vq03-9824	https://doi.org/10.25491/y1yy-mt66
GTEX-15EOM-0004-SM-7DLFA	https://doi.org/10.25491/s4mv-7769	https://doi.org/10.25491/56ve-d969
GTEX-15ER7-0002-SM-7DLFM	https://doi.org/10.25491/dvv6-hs21	https://doi.org/10.25491/481e-gm48
GTEX-15ETS-0003-SM-7DLGI	https://doi.org/10.25491/wn7j-y581	https://doi.org/10.25491/f886-h394
GTEX-15EU6-0003-SM-7DLFZ	https://doi.org/10.25491/dfjk-2518	https://doi.org/10.25491/f75h-1g53
GTEX-15G19-0001-SM-7J38Q	https://doi.org/10.25491/rq94-8062	https://doi.org/10.25491/gfmr-hh89
GTEX-15G1A-0001-SM-7J38P	https://doi.org/10.25491/xjdq-qh97	https://doi.org/10.25491/b9sd-7m66
GTEX-15RIE-0004-SM-6UH2C	https://doi.org/10.25491/zcgx-z630	https://doi.org/10.25491/k9kj-wj74
GTEX-15RIF-0004-SM-6UH2F	https://doi.org/10.25491/tsyv-dn07	https://doi.org/10.25491/z7d9-1m22
GTEX-15RIG-0003-SM-6UH2M	https://doi.org/10.25491/yrb3-k264	https://doi.org/10.25491/91sh-vv34
GTEX-15RJ7-0001-SM-6UH2H	https://doi.org/10.25491/8bk2-6b41	https://doi.org/10.25491/44ef-t536
GTEX-15RJE-0003-SM-6UH2G	https://doi.org/10.25491/8tsw-4473	https://doi.org/10.25491/a4vh-ef20
GTEX-15SB6-0002-SM-6UH1J	https://doi.org/10.25491/m9rm-mz76	https://doi.org/10.25491/606n-aw86
GTEX-15SDE-0001-SM-6UH2N	https://doi.org/10.25491/c1ag-n934	https://doi.org/10.25491/e1wq-ss34
GTEX-15SHU-0001-SM-6UH2J	https://doi.org/10.25491/8gdq-dx58	https://doi.org/10.25491/awjb-5n47
GTEX-15SHV-0002-SM-6UH2K	https://doi.org/10.25491/qrw0-3155	https://doi.org/10.25491/ect3-mj74
GTEX-15SHW-0004-SM-6UH2L	https://doi.org/10.25491/8fy1-hx03	https://doi.org/10.25491/n7m9-dj67
GTEX-15SKB-0002-SM-6UH2I	https://doi.org/10.25491/421e-9791	https://doi.org/10.25491/jqvx-5y56
GTEX-15SZO-0004-SM-6UH2X	https://doi.org/10.25491/gs3b-hr09	https://doi.org/10.25491/y7dd-vc97
GTEX-15TU5-0004-SM-6UH2D	https://doi.org/10.25491/btv4-xn84	https://doi.org/10.25491/0tsn-tm66
GTEX-15UF6-0001-SM-6UH2E	https://doi.org/10.25491/jvp5-cj56	https://doi.org/10.25491/k4m1-mk51
GTEX-15UF7-0003-SM-6UH2Y	https://doi.org/10.25491/dxw6-9v25	https://doi.org/10.25491/bmnp-5095
GTEX-15UKP-0003-SM-6UH1I	https://doi.org/10.25491/qq12-j055	https://doi.org/10.25491/g88h-2b25
GTEX-169BO-0003-SM-6UH2W	https://doi.org/10.25491/9f04-zf93	https://doi.org/10.25491/v5et-md90
GTEX-16A39-0004-SM-6UH2P	https://doi.org/10.25491/vrr2-js64	https://doi.org/10.25491/3aj9-cj87
GTEX-16AAH-0003-SM-6UH2V	https://doi.org/10.25491/3w15-ef86	https://doi.org/10.25491/kenx-6p22
GTEX-16BQI-0003-SM-6UH2O	https://doi.org/10.25491/75gx-ka85	https://doi.org/10.25491/3ft2-7157
GTEX-16GPK-0003-SM-6UH2S	https://doi.org/10.25491/hgq4-6j70	https://doi.org/10.25491/4330-5f93
GTEX-16MT8-0002-SM-6UH2U	https://doi.org/10.25491/66z2-p719	https://doi.org/10.25491/f0s7-m521
GTEX-16MT9-0004-SM-6UH2T	https://doi.org/10.25491/m426-a844	https://doi.org/10.25491/1vgn-ab64
GTEX-16MTA-0003-SM-6UH2R	https://doi.org/10.25491/7jxy-ep59	https://doi.org/10.25491/830k-rm82
GTEX-16NFA-0003-SM-6UH2Q	https://doi.org/10.25491/sxrx-5z19	https://doi.org/10.25491/83gr-z688
GTEX-16NGA-0004-SM-6UH29	https://doi.org/10.25491/xn4d-ff11	https://doi.org/10.25491/x083-ng94
GTEX-16NPV-0003-SM-6UH1Q	https://doi.org/10.25491/ddjq-zd90	https://doi.org/10.25491/m8v0-jy05
GTEX-16NPX-0002-SM-6UH1Y	https://doi.org/10.25491/rtt0-s136	https://doi.org/10.25491/w8rp-pc71
GTEX-16XZY-0002-SM-6UH26	https://doi.org/10.25491/msfj-y990	https://doi.org/10.25491/megg-k779
GTEX-16XZZ-0001-SM-6UH1U	https://doi.org/10.25491/56h3-ng37	https://doi.org/10.25491/6ekf-7425
GTEX-16YQH-0004-SM-6UH22	https://doi.org/10.25491/ep6c-ae74	https://doi.org/10.25491/fqgn-wa47
GTEX-16Z82-0004-SM-6UH1S	https://doi.org/10.25491/d3me-aq39	https://doi.org/10.25491/xp0m-5r61
GTEX-178AV-0004-SM-6UH1M	https://doi.org/10.25491/d2xw-xq40	https://doi.org/10.25491/8eqv-d558
GTEX-17EUY-0003-SM-6UH27	https://doi.org/10.25491/ev97-gr59	https://doi.org/10.25491/mp8q-kj82
GTEX-17EVP-0004-SM-6UH1L	https://doi.org/10.25491/dyf8-1z28	https://doi.org/10.25491/qq8w-t691
GTEX-17EVQ-0001-SM-6UH1V	https://doi.org/10.25491/9z1h-e206	https://doi.org/10.25491/ncrm-s514
GTEX-17F96-0002-SM-6UH1K	https://doi.org/10.25491/tyhj-da27	https://doi.org/10.25491/e97v-nd80
GTEX-17F97-0002-SM-6UH2Z	https://doi.org/10.25491/yab4-0d05	https://doi.org/10.25491/w9d5-sz25
GTEX-17F98-0003-SM-6UH28	https://doi.org/10.25491/0nhd-1958	https://doi.org/10.25491/0npw-ec36
GTEX-17F9E-0003-SM-6UH2B	https://doi.org/10.25491/bvy1-kw04	https://doi.org/10.25491/wah3-9e97
GTEX-17F9Y-0004-SM-6UH1O	https://doi.org/10.25491/jmdw-m591	https://doi.org/10.25491/fp6q-5954
GTEX-17GQL-0003-SM-6UH25	https://doi.org/10.25491/521y-8g96	https://doi.org/10.25491/2cza-7f07
GTEX-17HGU-0001-SM-6UH1W	https://doi.org/10.25491/qv55-tc73	https://doi.org/10.25491/kjbg-kc07
GTEX-17HHE-0002-SM-6UH1N	https://doi.org/10.25491/1hts-yp26	https://doi.org/10.25491/v1z0-4562
GTEX-17HHY-0002-SM-6UH1X	https://doi.org/10.25491/4na3-dg54	https://doi.org/10.25491/sk2k-s453
GTEX-17HII-0004-SM-6UH1Z	https://doi.org/10.25491/z8f8-0z46	https://doi.org/10.25491/8gnc-zj92
GTEX-17JCI-0004-SM-6UH23	https://doi.org/10.25491/2yqa-7y79	https://doi.org/10.25491/x4rh-5j51
GTEX-17KNJ-0003-SM-6UH1P	https://doi.org/10.25491/rh5g-3s64	https://doi.org/10.25491/d2kx-k173
GTEX-17MF6-0002-SM-6UH21	https://doi.org/10.25491/f70r-t080	https://doi.org/10.25491/xx4g-td77
GTEX-17MFQ-0003-SM-6UH24	https://doi.org/10.25491/pbbc-8e06	https://doi.org/10.25491/pc7t-zk34
GTEX-183FY-0003-SM-6UH1R	https://doi.org/10.25491/k3rg-3c90	https://doi.org/10.25491/atah-2e55
GTEX-183WM-0004-SM-6UH1T	https://doi.org/10.25491/wkb7-4843	https://doi.org/10.25491/rypw-n061
GTEX-18A7A-0002-SM-6UH2A	https://doi.org/10.25491/zp16-2w52	https://doi.org/10.25491/9dk1-8208
GTEX-19HZE-0002-SM-7J39O	https://doi.org/10.25491/m8jp-7h57	https://doi.org/10.25491/wqm7-x797
GTEX-1A32A-0001-SM-7J3A1	https://doi.org/10.25491/qc6h-4q47	https://doi.org/10.25491/g7t9-vc05
GTEX-1A3MV-0002-SM-7J39R	https://doi.org/10.25491/a25s-9231	https://doi.org/10.25491/eycd-2223
GTEX-1A3MW-0004-SM-7J39Q	https://doi.org/10.25491/0x09-fb40	https://doi.org/10.25491/2zf5-kc20
GTEX-1A3MX-0002-SM-7J38V	https://doi.org/10.25491/7095-3a80	https://doi.org/10.25491/tpmq-ma15
GTEX-1A8FM-0004-SM-7J39J	https://doi.org/10.25491/aqa1-td12	https://doi.org/10.25491/x27r-pw59
GTEX-1A8G6-0004-SM-7J39W	https://doi.org/10.25491/h292-8h89	https://doi.org/10.25491/bjjd-6x80
GTEX-1A8G7-0003-SM-7J38W	https://doi.org/10.25491/6tva-2t10	https://doi.org/10.25491/gh28-f073
GTEX-1AMEY-0004-SM-7J39X	https://doi.org/10.25491/xph8-hy07	https://doi.org/10.25491/60xw-bt07
GTEX-1AMFI-0001-SM-7J39V	https://doi.org/10.25491/459w-xn22	https://doi.org/10.25491/hwb2-hq11
GTEX-1AX8Y-0002-SM-7J38S	https://doi.org/10.25491/v8t0-rr17	https://doi.org/10.25491/207a-3908
GTEX-1AX8Z-0002-SM-7J39U	https://doi.org/10.25491/tjme-pn59	https://doi.org/10.25491/szp6-tt48
GTEX-1AX9I-0002-SM-7J39K	https://doi.org/10.25491/tk43-n633	https://doi.org/10.25491/bzyx-aq58
GTEX-1AX9J-0004-SM-7J38U	https://doi.org/10.25491/xxen-8t41	https://doi.org/10.25491/92wh-pv76
GTEX-1AX9K-0001-SM-7J39L	https://doi.org/10.25491/w59p-d409	https://doi.org/10.25491/yfb8-ej42
GTEX-1AYCT-0004-SM-7J39Y	https://doi.org/10.25491/g833-9317	https://doi.org/10.25491/tyvb-sv13
GTEX-1AYD5-0003-SM-7J39P	https://doi.org/10.25491/t7az-2p44	https://doi.org/10.25491/4tcq-n477
GTEX-1B8KE-0004-SM-7J39M	https://doi.org/10.25491/t2n3-y120	https://doi.org/10.25491/0966-jv98
GTEX-1B8KZ-0003-SM-7J39Z	https://doi.org/10.25491/sh5g-vg24	https://doi.org/10.25491/2sa5-kq19
GTEX-1B8L1-0004-SM-7J3AV	https://doi.org/10.25491/n0by-qv71	https://doi.org/10.25491/xa8e-v708
GTEX-1B8SF-0003-SM-7J38X	https://doi.org/10.25491/rf0v-qd44	https://doi.org/10.25491/mcej-jk34
GTEX-1B8SG-0003-SM-7J3A3	https://doi.org/10.25491/s06y-g093	https://doi.org/10.25491/h1tb-wa93
GTEX-1B932-0003-SM-7J39T	https://doi.org/10.25491/55yg-7e98	https://doi.org/10.25491/b39v-s224
GTEX-1B933-0003-SM-7J3A4	https://doi.org/10.25491/af3x-cc81	https://doi.org/10.25491/macm-jm23
GTEX-1B97I-0004-SM-7J39N	https://doi.org/10.25491/7eyk-7765	https://doi.org/10.25491/yckf-dg78
GTEX-1B97J-0003-SM-7J39S	https://doi.org/10.25491/qszf-dr38	https://doi.org/10.25491/mnv7-q090
GTEX-1B98T-0004-SM-7J38T	https://doi.org/10.25491/nz1q-8755	https://doi.org/10.25491/bknf-yk51
GTEX-1B996-0003-SM-7J38R	https://doi.org/10.25491/chpc-zj55	https://doi.org/10.25491/wbat-0v98
GTEX-1BAJH-0003-SM-7J39G	https://doi.org/10.25491/2dm3-b384	https://doi.org/10.25491/yfx4-b743
GTEX-1C2JI-0003-SM-7J39E	https://doi.org/10.25491/b08a-ag05	https://doi.org/10.25491/kfv9-kn92
GTEX-1C475-0003-SM-7J3B4	https://doi.org/10.25491/cq4g-cx21	https://doi.org/10.25491/z102-he14
GTEX-1C4CL-0003-SM-7J39F	https://doi.org/10.25491/2dvz-f692	https://doi.org/10.25491/tjsv-ar45
GTEX-1C64N-0003-SM-7J3A2	https://doi.org/10.25491/q7ke-qr80	https://doi.org/10.25491/t3gd-dd96
GTEX-1C6VR-0003-SM-7J39D	https://doi.org/10.25491/0wzc-tw42	https://doi.org/10.25491/m7xe-wn34
GTEX-1C6WA-0003-SM-7J39H	https://doi.org/10.25491/tk50-z698	https://doi.org/10.25491/egmv-xe79
GTEX-1CAMQ-0003-SM-7J39C	https://doi.org/10.25491/6mqh-fz27	https://doi.org/10.25491/4yd7-r241
GTEX-1CAMR-0004-SM-7J3B6	https://doi.org/10.25491/18s3-bf14	https://doi.org/10.25491/p4sz-rr27
GTEX-1CAMS-0003-SM-7J3B7	https://doi.org/10.25491/4zgb-0b68	https://doi.org/10.25491/e5re-kb76
GTEX-1CB4H-0004-SM-7J38K	https://doi.org/10.25491/3gg7-7z54	https://doi.org/10.25491/w4vv-3y04
GTEX-1CB4J-0004-SM-7J38M	https://doi.org/10.25491/h0v0-wc98	https://doi.org/10.25491/q9nk-sg47
GTEX-1E1VI-0003-SM-7J38L	https://doi.org/10.25491/7psf-e230	https://doi.org/10.25491/snjf-q375
GTEX-1EH9U-0001-SM-7J3AD	https://doi.org/10.25491/dqk8-qq28	https://doi.org/10.25491/4jrp-sx87
GTEX-1EU9M-0003-SM-7J3AO	https://doi.org/10.25491/9qfk-6j41	https://doi.org/10.25491/4xnn-4d13
GTEX-1EWIQ-0002-SM-7J3AN	https://doi.org/10.25491/hwvw-sy45	https://doi.org/10.25491/46c5-an90
GTEX-1EX96-0004-SM-7J3AP	https://doi.org/10.25491/ne1x-q589	https://doi.org/10.25491/19vb-gt41
GTEX-1F48J-0003-SM-7J3AS	https://doi.org/10.25491/khef-bf41	https://doi.org/10.25491/wtj8-qg31
GTEX-1F52S-0004-SM-7J3AY	https://doi.org/10.25491/3fd9-tf41	https://doi.org/10.25491/fknk-gy59
GTEX-1F5PK-0003-SM-7J3AQ	https://doi.org/10.25491/0ws2-0523	https://doi.org/10.25491/tbcx-f483
GTEX-1F5PL-0002-SM-7J3AU	https://doi.org/10.25491/qfs2-np74	https://doi.org/10.25491/5nd0-1y72
GTEX-1F6I4-0004-SM-7J3AG	https://doi.org/10.25491/4akx-6k02	https://doi.org/10.25491/d1f0-qe76
GTEX-1F6IF-0004-SM-7J3AJ	https://doi.org/10.25491/fh9g-8791	https://doi.org/10.25491/bspr-xn84
GTEX-1F6RS-0004-SM-7J3AR	https://doi.org/10.25491/7pwv-be52	https://doi.org/10.25491/kdw9-3326
GTEX-1F75A-0001-SM-7J3AT	https://doi.org/10.25491/n4mk-p795	https://doi.org/10.25491/fpbg-h042
GTEX-1F75B-0003-SM-7J3AW	https://doi.org/10.25491/j4tt-k158	https://doi.org/10.25491/k7zt-yd61
GTEX-1F75W-0004-SM-7J3AH	https://doi.org/10.25491/gmdj-yf30	https://doi.org/10.25491/ntee-be56
GTEX-1F7RK-0004-SM-7J3AF	https://doi.org/10.25491/hz27-1p06	https://doi.org/10.25491/3x5e-dn68
GTEX-1F88F-0003-SM-7J3AI	https://doi.org/10.25491/1178-cq81	https://doi.org/10.25491/777m-8m10
GTEX-1FIGZ-0003-SM-7J3AX	https://doi.org/10.25491/8rn8-m930	https://doi.org/10.25491/gvxt-f278
GTEX-1GF9U-0004-SM-7J3A8	https://doi.org/10.25491/yg3y-3q76	https://doi.org/10.25491/czrw-h269
GTEX-1GF9V-0004-SM-7J3AE	https://doi.org/10.25491/brsd-vd31	https://doi.org/10.25491/agh1-5n83
GTEX-1GF9W-0004-SM-7J3AL	https://doi.org/10.25491/fj2a-6a74	https://doi.org/10.25491/br07-7w73
GTEX-1GF9X-0003-SM-7J3A6	https://doi.org/10.25491/hd61-3c95	https://doi.org/10.25491/cccb-z694
GTEX-1GL5R-0002-SM-7J3A9	https://doi.org/10.25491/40ew-yy65	https://doi.org/10.25491/cdp6-1h05
GTEX-1GMR2-0003-SM-7J3B2	https://doi.org/10.25491/p9z4-w443	https://doi.org/10.25491/9n6g-s538
GTEX-1GMR3-0001-SM-7J3AM	https://doi.org/10.25491/mps4-y748	https://doi.org/10.25491/zcg4-km49
GTEX-1GMR8-0003-SM-7J38N	https://doi.org/10.25491/xys9-z140	https://doi.org/10.25491/r34v-0n41
GTEX-1GMRU-0004-SM-7J38O	https://doi.org/10.25491/qyd3-vs58	https://doi.org/10.25491/zfga-tf15
GTEX-1GN1U-0002-SM-7J3A7	https://doi.org/10.25491/n732-w061	https://doi.org/10.25491/etjr-wc88
GTEX-1GN1V-0002-SM-7J3B5	https://doi.org/10.25491/hb51-cq53	https://doi.org/10.25491/n7jg-g531
GTEX-1GN1W-0001-SM-7J3B1	https://doi.org/10.25491/vhxt-b132	https://doi.org/10.25491/azz8-3369
GTEX-1GN2E-0003-SM-7J3AB	https://doi.org/10.25491/0vyg-8h52	https://doi.org/10.25491/0h0b-w948
GTEX-1GN73-0002-SM-7J3AZ	https://doi.org/10.25491/wf56-z780	https://doi.org/10.25491/wv1v-0s41
GTEX-1GTWX-0001-SM-7J3A5	https://doi.org/10.25491/vfp4-h547	https://doi.org/10.25491/g43j-r981
GTEX-1GZ2Q-0002-SM-7J3AK	https://doi.org/10.25491/agv7-2h48	https://doi.org/10.25491/gww5-qe82
GTEX-1GZ4H-0001-SM-7J3B8	https://doi.org/10.25491/qs3w-pz94	https://doi.org/10.25491/mvgn-x424
GTEX-1GZHY-0001-SM-7J3AC	https://doi.org/10.25491/89a8-7h57	https://doi.org/10.25491/t0na-fm14
GTEX-N7MS-0009-SM-5JK3E	https://doi.org/10.25491/mf3a-z170	https://doi.org/10.25491/y8mc-y076
GTEX-N7MT-0009-SM-5JK4X	https://doi.org/10.25491/73ab-z330	https://doi.org/10.25491/qykp-nd50
GTEX-NFK9-0004-SM-5JK4Y	https://doi.org/10.25491/cfj6-0676	https://doi.org/10.25491/jzh9-9378
GTEX-NL3G-0010-SM-7DRPG	https://doi.org/10.25491/9r3r-1h18	https://doi.org/10.25491/rsdp-d144
GTEX-NL3H-0009-SM-5JK37	https://doi.org/10.25491/5xd4-fc27	https://doi.org/10.25491/6k0q-k935
GTEX-NL4W-0009-SM-5JK3O	https://doi.org/10.25491/xnvt-8155	https://doi.org/10.25491/qbgj-ct54
GTEX-NPJ7-0009-SM-5JK4M	https://doi.org/10.25491/qh3h-4058	https://doi.org/10.25491/rmhe-g488
GTEX-NPJ8-0004-SM-5JK3D	https://doi.org/10.25491/apaw-es70	https://doi.org/10.25491/qd2e-7759
GTEX-O5YT-0010-SM-5JK31	https://doi.org/10.25491/agfq-5e21	https://doi.org/10.25491/4rdk-5r60
GTEX-O5YV-0004-SM-5JK2N	https://doi.org/10.25491/dwn4-8m09	https://doi.org/10.25491/sejk-xp84
GTEX-O5YW-0003-SM-5JK2Y	https://doi.org/10.25491/yxhh-9e21	https://doi.org/10.25491/5vw4-8n63
GTEX-OHPK-0003-SM-5JK4Z	https://doi.org/10.25491/tnf1-tc29	https://doi.org/10.25491/7vcd-rx73
GTEX-OHPM-0003-SM-5JK4I	https://doi.org/10.25491/rdnn-qf46	https://doi.org/10.25491/bd0g-qf32
GTEX-OHPN-0004-SM-5JK2V	https://doi.org/10.25491/jrnf-9y46	https://doi.org/10.25491/6n21-ec68
GTEX-OIZF-0004-SM-5JK4C	https://doi.org/10.25491/5dn1-r211	https://doi.org/10.25491/nhh7-w409
GTEX-OIZG-0003-SM-5JK3W	https://doi.org/10.25491/crwr-a864	https://doi.org/10.25491/v327-sj24
GTEX-OIZH-0003-SM-5JK41	https://doi.org/10.25491/r05s-th26	https://doi.org/10.25491/0v6d-3m04
GTEX-OIZI-1026-SM-5JK2X	https://doi.org/10.25491/g2xh-6c07	https://doi.org/10.25491/jrhr-yv51
GTEX-OOBK-0004-SM-5JK4J	https://doi.org/10.25491/g0mb-xn40	https://doi.org/10.25491/5zzj-xb70
GTEX-OXRK-0004-SM-5JK32	https://doi.org/10.25491/4rkw-mg32	https://doi.org/10.25491/37av-sh10
GTEX-OXRL-0003-SM-5JK3X	https://doi.org/10.25491/1xcc-hk89	https://doi.org/10.25491/1aaj-kn26
GTEX-OXRN-0003-SM-5JK51	https://doi.org/10.25491/6mqv-ep82	https://doi.org/10.25491/4jpx-r580
GTEX-OXRO-0003-SM-5JK2R	https://doi.org/10.25491/mc99-1f53	https://doi.org/10.25491/sca6-3s13
GTEX-OXRP-0003-SM-5JK3P	https://doi.org/10.25491/0mk7-kb04	https://doi.org/10.25491/f8et-ca62
GTEX-P44H-1126-SM-5JK39	https://doi.org/10.25491/70nk-cs73	https://doi.org/10.25491/svhy-zq50
GTEX-P4PP-0004-SM-5JK2S	https://doi.org/10.25491/q67f-m618	https://doi.org/10.25491/50wm-tw88
GTEX-P4PQ-0003-SM-5JK3Q	https://doi.org/10.25491/3yef-4k80	https://doi.org/10.25491/9jr3-ts07
GTEX-P4QR-0004-SM-5JK2Q	https://doi.org/10.25491/3y9g-hj52	https://doi.org/10.25491/dk60-p180
GTEX-P4QS-0003-SM-5JK4U	https://doi.org/10.25491/dvqq-g326	https://doi.org/10.25491/0tmc-9z40
GTEX-P4QT-0003-SM-5JK2P	https://doi.org/10.25491/2pap-gf56	https://doi.org/10.25491/cvvd-7q41
GTEX-P78B-0004-SM-5JK48	https://doi.org/10.25491/6srx-dq09	https://doi.org/10.25491/mp1y-af25
GTEX-PLZ4-0003-SM-5JK4H	https://doi.org/10.25491/hdan-r038	https://doi.org/10.25491/5xv2-ex85
GTEX-PLZ5-0003-SM-5JK3C	https://doi.org/10.25491/t3x0-1j64	https://doi.org/10.25491/tj3j-0j32
GTEX-PLZ6-0003-SM-5JK4W	https://doi.org/10.25491/aeny-j854	https://doi.org/10.25491/zvct-x434
GTEX-POMQ-0003-SM-5JK46	https://doi.org/10.25491/abe5-ty36	https://doi.org/10.25491/bkk9-1z74
GTEX-POYW-1226-SM-5JK3K	https://doi.org/10.25491/xwxp-gn51	https://doi.org/10.25491/fywh-6643
GTEX-PSDG-0004-SM-5JK3L	https://doi.org/10.25491/4gb3-6b12	https://doi.org/10.25491/rhe3-m517
GTEX-PVOW-1026-SM-5JK3V	https://doi.org/10.25491/sjj1-b066	https://doi.org/10.25491/4knx-pr46
GTEX-PW2O-0004-SM-5JK3M	https://doi.org/10.25491/536h-7c40	https://doi.org/10.25491/xr49-jx81
GTEX-PWCY-0001-SM-5JK3J	https://doi.org/10.25491/9s8b-t997	https://doi.org/10.25491/83r7-v378
GTEX-PWN1-0004-SM-5JK3S	https://doi.org/10.25491/b527-j230	https://doi.org/10.25491/90yh-yk58
GTEX-PWO3-0004-SM-5JK3T	https://doi.org/10.25491/3fba-cs18	https://doi.org/10.25491/87h4-2r26
GTEX-PWOO-0004-SM-5JK4A	https://doi.org/10.25491/7x5n-3v94	https://doi.org/10.25491/se8w-0d24
GTEX-PX3G-0004-SM-5JK53	https://doi.org/10.25491/jg0k-ez59	https://doi.org/10.25491/a42v-9z04
GTEX-Q2AG-0003-SM-5JK4S	https://doi.org/10.25491/bedd-q665	https://doi.org/10.25491/m4ff-qh50
GTEX-Q2AH-0004-SM-5JK52	https://doi.org/10.25491/emhx-9028	https://doi.org/10.25491/jeky-ha84
GTEX-Q2AI-0003-SM-5JK3F	https://doi.org/10.25491/033h-xb67	https://doi.org/10.25491/xx5c-zw60
GTEX-Q734-0001-SM-5JK3N	https://doi.org/10.25491/gdrw-6a91	https://doi.org/10.25491/sqh9-zz08
GTEX-QCQG-0003-SM-5JK44	https://doi.org/10.25491/dtpe-ps30	https://doi.org/10.25491/256p-q198
GTEX-QDT8-0926-SM-7DRQ9	https://doi.org/10.25491/ynh8-zx48	https://doi.org/10.25491/8pw3-3f55
GTEX-QDVJ-0003-SM-5URC5	https://doi.org/10.25491/rj3k-ge80	https://doi.org/10.25491/ytjt-q958
GTEX-QDVN-0003-SM-5URBU	https://doi.org/10.25491/xw6j-dj45	https://doi.org/10.25491/1fw3-2a56
GTEX-QEG4-0003-SM-5URCG	https://doi.org/10.25491/s05g-rp18	https://doi.org/10.25491/7r6s-4545
GTEX-QEG5-0003-SM-5URCP	https://doi.org/10.25491/k48v-5859	https://doi.org/10.25491/hr90-3257
GTEX-QESD-0001-SM-5URC9	https://doi.org/10.25491/rsbv-7b60	https://doi.org/10.25491/v2pe-vq72
GTEX-QLQ7-0003-SM-5URCS	https://doi.org/10.25491/bve3-9p85	https://doi.org/10.25491/e6sn-cn08
GTEX-QLQW-0001-SM-5URCU	https://doi.org/10.25491/61sh-qp27	https://doi.org/10.25491/r1rc-jy86
GTEX-QMR6-1926-SM-7DRQ1	https://doi.org/10.25491/ybpd-9f96	https://doi.org/10.25491/j4he-cv73
GTEX-QMRM-0002-SM-5URC1	https://doi.org/10.25491/759v-gq86	https://doi.org/10.25491/rgjz-ze64
GTEX-QV31-0003-SM-5URDH	https://doi.org/10.25491/q36s-2z51	https://doi.org/10.25491/870a-yy86
GTEX-QV44-0003-SM-5SOEM	https://doi.org/10.25491/cg05-9q79	https://doi.org/10.25491/zfrc-8a23
GTEX-QVJO-0002-SM-5URD6	https://doi.org/10.25491/wdsy-dn61	https://doi.org/10.25491/4x5y-8z66
GTEX-QVUS-0001-SM-5URDT	https://doi.org/10.25491/q77e-bx84	https://doi.org/10.25491/ec5q-9e66
GTEX-QXCU-0004-SM-5URDS	https://doi.org/10.25491/m3z2-ba40	https://doi.org/10.25491/6zkt-jq25
GTEX-R3RS-0001-SM-5URBE	https://doi.org/10.25491/qkpf-qj76	https://doi.org/10.25491/90m1-6a76
GTEX-R53T-0003-SM-5URBL	https://doi.org/10.25491/mnsg-qr04	https://doi.org/10.25491/1h6w-1825
GTEX-R55C-0003-SM-5URCJ	https://doi.org/10.25491/fbbm-zp25	https://doi.org/10.25491/ap0s-zc72
GTEX-R55D-0926-SM-7DRPI	https://doi.org/10.25491/48mv-kz05	https://doi.org/10.25491/9yfw-p661
GTEX-R55E-0003-SM-5URBX	https://doi.org/10.25491/qtb4-8s35	https://doi.org/10.25491/ngs4-4351
GTEX-R55F-0326-SM-7DRPK	https://doi.org/10.25491/b14y-0j07	https://doi.org/10.25491/e3sm-1h31
GTEX-R55G-0003-SM-5URBQ	https://doi.org/10.25491/6w8j-rf35	https://doi.org/10.25491/fpt7-hc43
GTEX-REY6-0004-SM-5URD2	https://doi.org/10.25491/xncp-we68	https://doi.org/10.25491/ytm6-cc88
