file_name	object_location	file_size	md5_hash	public_url
GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_median_rpkm.gct.gz	gs://gtex_analysis_v6p/rna_seq_data/GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_median_rpkm.gct.gz	4.41 MiB	7d5d16bebcce61350cab7c675291b268	https://storage.googleapis.com/gtex_analysis_v6p/rna_seq_data/GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_median_rpkm.gct.gz
GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz	gs://gtex_analysis_v6p/rna_seq_data/GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz	352.72 MiB	2b97bf93bbffedb317014a18b8783615	https://storage.googleapis.com/gtex_analysis_v6p/rna_seq_data/GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz
GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz	gs://gtex_analysis_v6p/rna_seq_data/GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz	1.8 GiB	a86ec2d8f2b6c316f3689ea0cbd0093a	https://storage.googleapis.com/gtex_analysis_v6p/rna_seq_data/GTEx_Analysis_v6p_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz
GTEx_Analysis_v6p_all-associations.tar	gs://gtex_large_files/all_snp_gene_associations/GTEx_Analysis_v6p_all-associations.tar	107.92 GiB	ea081dc51d1f8f6286f3347b0095e441	https://storage.cloud.google.com/gtex_large_files/all_snp_gene_associations/GTEx_Analysis_v6p_all-associations.tar
GTEx_Analysis_v6p_eQTL.tar	gs://gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL.tar	781.3 MiB	5b04886744cdb24077000b440fd87198	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL.tar
GTEx_Analysis_v6p_eQTL_covariates.tar.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL_covariates.tar.gz	1.66 MiB	b52593604e8c1d04f3e380d7847a5b59	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL_covariates.tar.gz
GTEx_Analysis_v6p_eQTL_expression_matrices.tar	gs://gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL_expression_matrices.tar	480.82 MiB	09a964a2bb6a91f6b76a23af7dfea3ef	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL_expression_matrices.tar
GTEx_Analysis_v6p_eQTL_independent.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL_independent.txt.gz	10.23 MiB	b26e7d14689642f659e2835b6840e67d	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_eQTL_independent.txt.gz
GTEx_Analysis_v6p_intrachromosomal_eQTLs.xlsx	gs://gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_intrachromosomal_eQTLs.xlsx	236.3 KiB	1d30a8e3901ef45f4afb43254cd2693a	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_intrachromosomal_eQTLs.xlsx
GTEx_Analysis_v6p_trans_eQTLs.xlsx	gs://gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_trans_eQTLs.xlsx	60.57 KiB	8ce4b1cca9228a2c798935501e932df8	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_Analysis_v6p_trans_eQTLs.xlsx
GTEx_aFCS_V6p.tar.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_aFCS_V6p.tar.gz	5.19 MiB	4a7abdfea2d1b72e546eb621fcb6b1ae	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/GTEx_aFCS_V6p.tar.gz
README_eQTL_v6p.txt	gs://gtex_analysis_v6p/single_tissue_eqtl_data/README_eQTL_v6p.txt	4.3 KiB	003f5127e892b52fa2ebce5d6de3fe58	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/README_eQTL_v6p.txt
Adipose_Subcutaneous_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Subcutaneous_Analysis.v6p.all_snpgene_pairs.txt.gz	3.33 GiB	dcbbc04c5078340c83ea4b9ae8b0c982	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Subcutaneous_Analysis.v6p.all_snpgene_pairs.txt.gz
Adipose_Visceral_Omentum_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Visceral_Omentum_Analysis.v6p.all_snpgene_pairs.txt.gz	2.7 GiB	b84d7fe8ad04ce031899c396d09a5d9f	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Visceral_Omentum_Analysis.v6p.all_snpgene_pairs.txt.gz
Adrenal_Gland_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Adrenal_Gland_Analysis.v6p.all_snpgene_pairs.txt.gz	2.26 GiB	084c6d50ccc325f5db11ee13130618b2	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Adrenal_Gland_Analysis.v6p.all_snpgene_pairs.txt.gz
Artery_Aorta_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Aorta_Analysis.v6p.all_snpgene_pairs.txt.gz	2.6 GiB	db4f18dc8afadb69c90d50680ddaf6a2	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Aorta_Analysis.v6p.all_snpgene_pairs.txt.gz
Artery_Coronary_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Coronary_Analysis.v6p.all_snpgene_pairs.txt.gz	2.25 GiB	08beb7f1e029ebaa853a833084339a20	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Coronary_Analysis.v6p.all_snpgene_pairs.txt.gz
Artery_Tibial_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Tibial_Analysis.v6p.all_snpgene_pairs.txt.gz	3.04 GiB	9c40901550bc30035ac56cec392d66e2	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Tibial_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Anterior_cingulate_cortex_BA24_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Anterior_cingulate_cortex_BA24_Analysis.v6p.all_snpgene_pairs.txt.gz	1.72 GiB	cd322334cdc1317d644494021b3e5e29	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Anterior_cingulate_cortex_BA24_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Caudate_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Caudate_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz	2.11 GiB	7a0206dd87f73973ffc4828839a03770	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Caudate_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Cerebellar_Hemisphere_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellar_Hemisphere_Analysis.v6p.all_snpgene_pairs.txt.gz	1.95 GiB	930684009ad30840c743494e4bcc4ac2	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellar_Hemisphere_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Cerebellum_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellum_Analysis.v6p.all_snpgene_pairs.txt.gz	2.13 GiB	70b4c6def7ed84ce12d36cc57afee2d2	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellum_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Cortex_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cortex_Analysis.v6p.all_snpgene_pairs.txt.gz	2.08 GiB	8e5224b78f591450f7dabd13e3e62ccf	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cortex_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Frontal_Cortex_BA9_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Frontal_Cortex_BA9_Analysis.v6p.all_snpgene_pairs.txt.gz	1.99 GiB	ee28701cf34593a09b7fb919d1d1a6bc	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Frontal_Cortex_BA9_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Hippocampus_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hippocampus_Analysis.v6p.all_snpgene_pairs.txt.gz	1.87 GiB	811c5e5878158b79419f57709f1384a7	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hippocampus_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Hypothalamus_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hypothalamus_Analysis.v6p.all_snpgene_pairs.txt.gz	1.91 GiB	660a228312a905b5feebc02c2aa12322	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hypothalamus_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Nucleus_accumbens_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Nucleus_accumbens_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz	2.04 GiB	2e3da4a32a0563ce425cab08069d5ff9	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Nucleus_accumbens_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz
Brain_Putamen_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Putamen_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz	1.85 GiB	7ea39a79bba748f0b5861b9fbdf95097	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Putamen_basal_ganglia_Analysis.v6p.all_snpgene_pairs.txt.gz
Breast_Mammary_Tissue_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Breast_Mammary_Tissue_Analysis.v6p.all_snpgene_pairs.txt.gz	2.9 GiB	1c4a2d5645c8036392717adeab65dcbe	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Breast_Mammary_Tissue_Analysis.v6p.all_snpgene_pairs.txt.gz
Cells_EBV-transformed_lymphocytes_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Cells_EBV-transformed_lymphocytes_Analysis.v6p.all_snpgene_pairs.txt.gz	2.08 GiB	2b8343df23ebf16df347247eaaaa0339	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Cells_EBV-transformed_lymphocytes_Analysis.v6p.all_snpgene_pairs.txt.gz
Cells_Transformed_fibroblasts_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Cells_Transformed_fibroblasts_Analysis.v6p.all_snpgene_pairs.txt.gz	2.85 GiB	e6dae632a7cd421894616a04942b8f19	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Cells_Transformed_fibroblasts_Analysis.v6p.all_snpgene_pairs.txt.gz
Colon_Sigmoid_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Sigmoid_Analysis.v6p.all_snpgene_pairs.txt.gz	2.18 GiB	63f4699bb2aeae342ffd2b475dc67be7	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Sigmoid_Analysis.v6p.all_snpgene_pairs.txt.gz
Colon_Transverse_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Transverse_Analysis.v6p.all_snpgene_pairs.txt.gz	2.68 GiB	05833ff9d1c2c2c8f9beda9ee88d6b1e	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Transverse_Analysis.v6p.all_snpgene_pairs.txt.gz
Esophagus_Gastroesophageal_Junction_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Gastroesophageal_Junction_Analysis.v6p.all_snpgene_pairs.txt.gz	2.19 GiB	98759f976c7621de8b544afad6441e41	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Gastroesophageal_Junction_Analysis.v6p.all_snpgene_pairs.txt.gz
Esophagus_Mucosa_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Mucosa_Analysis.v6p.all_snpgene_pairs.txt.gz	2.85 GiB	069c576f8484b9e8f2ca6d71a9db1c42	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Mucosa_Analysis.v6p.all_snpgene_pairs.txt.gz
Esophagus_Muscularis_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Muscularis_Analysis.v6p.all_snpgene_pairs.txt.gz	2.71 GiB	dc026488af45347f7bc2cecb0dc07ada	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Muscularis_Analysis.v6p.all_snpgene_pairs.txt.gz
Heart_Atrial_Appendage_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Atrial_Appendage_Analysis.v6p.all_snpgene_pairs.txt.gz	2.39 GiB	1e2b847a0945d3200654fc6d1f1a4fb8	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Atrial_Appendage_Analysis.v6p.all_snpgene_pairs.txt.gz
Heart_Left_Ventricle_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Left_Ventricle_Analysis.v6p.all_snpgene_pairs.txt.gz	2.36 GiB	47556290afd981a9cb1d1fbe8709196f	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Left_Ventricle_Analysis.v6p.all_snpgene_pairs.txt.gz
Liver_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Liver_Analysis.v6p.all_snpgene_pairs.txt.gz	1.86 GiB	c75fdd8e4b6c68af857784e9847a93ba	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Liver_Analysis.v6p.all_snpgene_pairs.txt.gz
Lung_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Lung_Analysis.v6p.all_snpgene_pairs.txt.gz	3.36 GiB	670508578762089a10c573c1dd8b556f	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Lung_Analysis.v6p.all_snpgene_pairs.txt.gz
Muscle_Skeletal_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Muscle_Skeletal_Analysis.v6p.all_snpgene_pairs.txt.gz	3.08 GiB	ef6d51647bab4abbded8310db7c936a6	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Muscle_Skeletal_Analysis.v6p.all_snpgene_pairs.txt.gz
Nerve_Tibial_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Nerve_Tibial_Analysis.v6p.all_snpgene_pairs.txt.gz	3.3 GiB	d3c7c4543352b9857381455bfa15c31b	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Nerve_Tibial_Analysis.v6p.all_snpgene_pairs.txt.gz
Ovary_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Ovary_Analysis.v6p.all_snpgene_pairs.txt.gz	1.99 GiB	f4bdd0cb84540970a08b832caa1fd68e	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Ovary_Analysis.v6p.all_snpgene_pairs.txt.gz
Pancreas_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Pancreas_Analysis.v6p.all_snpgene_pairs.txt.gz	2.33 GiB	8dd2e361b571b295e93a7e71ae100ff2	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Pancreas_Analysis.v6p.all_snpgene_pairs.txt.gz
Pituitary_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Pituitary_Analysis.v6p.all_snpgene_pairs.txt.gz	2.1 GiB	47a0517bb4a80baf7ff9fac396a39df4	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Pituitary_Analysis.v6p.all_snpgene_pairs.txt.gz
Prostate_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Prostate_Analysis.v6p.all_snpgene_pairs.txt.gz	2.14 GiB	151f60e05cc41220c9cadde07bb2d925	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Prostate_Analysis.v6p.all_snpgene_pairs.txt.gz
Skin_Not_Sun_Exposed_Suprapubic_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Not_Sun_Exposed_Suprapubic_Analysis.v6p.all_snpgene_pairs.txt.gz	2.88 GiB	62bf1fe79c0fb4969f174445428fdd26	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Not_Sun_Exposed_Suprapubic_Analysis.v6p.all_snpgene_pairs.txt.gz
Skin_Sun_Exposed_Lower_leg_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Sun_Exposed_Lower_leg_Analysis.v6p.all_snpgene_pairs.txt.gz	3.37 GiB	7731c8bb10ea0367dbcfa2f0fe0381e6	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Sun_Exposed_Lower_leg_Analysis.v6p.all_snpgene_pairs.txt.gz
Small_Intestine_Terminal_Ileum_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Small_Intestine_Terminal_Ileum_Analysis.v6p.all_snpgene_pairs.txt.gz	1.97 GiB	e281aa518cf61d742ec36331fbd2c759	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Small_Intestine_Terminal_Ileum_Analysis.v6p.all_snpgene_pairs.txt.gz
Spleen_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Spleen_Analysis.v6p.all_snpgene_pairs.txt.gz	2.09 GiB	40e506095e0ea424fc20490dcc8ee2d8	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Spleen_Analysis.v6p.all_snpgene_pairs.txt.gz
Stomach_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Stomach_Analysis.v6p.all_snpgene_pairs.txt.gz	2.64 GiB	a26a55dd8986f75198b6b62ab6330656	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Stomach_Analysis.v6p.all_snpgene_pairs.txt.gz
Testis_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Testis_Analysis.v6p.all_snpgene_pairs.txt.gz	3.54 GiB	07cd9bac9c4db5376e3f1d372aaaaea3	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Testis_Analysis.v6p.all_snpgene_pairs.txt.gz
Thyroid_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Thyroid_Analysis.v6p.all_snpgene_pairs.txt.gz	3.39 GiB	25537f3386192078692debc9d4902b9a	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Thyroid_Analysis.v6p.all_snpgene_pairs.txt.gz
Uterus_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Uterus_Analysis.v6p.all_snpgene_pairs.txt.gz	1.81 GiB	cf5eeab04ea667e5f16785e304477006	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Uterus_Analysis.v6p.all_snpgene_pairs.txt.gz
Vagina_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Vagina_Analysis.v6p.all_snpgene_pairs.txt.gz	1.99 GiB	9e1e06ce2f0fddff6bea768b0726a927	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Vagina_Analysis.v6p.all_snpgene_pairs.txt.gz
Whole_Blood_Analysis.v6p.all_snpgene_pairs.txt.gz	gs://gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Whole_Blood_Analysis.v6p.all_snpgene_pairs.txt.gz	3.08 GiB	b6846fda3c7f5cda10d94be6db0e3496	https://storage.googleapis.com/gtex_analysis_v6p/single_tissue_eqtl_data/all_snp_gene_associations/Whole_Blood_Analysis.v6p.all_snpgene_pairs.txt.gz
GTEx_Data_V6_Annotations_SampleAttributesDD.xlsx	gs://gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SampleAttributesDD.xlsx	33.11 KiB	4deba6c7c24b5cb5ed01df32518cda2d	https://storage.googleapis.com/gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SampleAttributesDD.xlsx
GTEx_Data_V6_Annotations_SampleAttributesDS.txt	gs://gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SampleAttributesDS.txt	5.99 MiB	6273af715b43ef89c7f9f9af8524031b	https://storage.googleapis.com/gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SampleAttributesDS.txt
GTEx_Data_V6_Annotations_SubjectPhenotypesDS.txt	gs://gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SubjectPhenotypesDS.txt	11.39 KiB	5e31c42421f0ff27a4c83872027012d5	https://storage.googleapis.com/gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SubjectPhenotypesDS.txt
GTEx_Data_V6_Annotations_SubjectPhenotypes_DD.xlsx	gs://gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SubjectPhenotypes_DD.xlsx	21.69 KiB	ad5b5e461037c7ab14d920941ab0b821	https://storage.googleapis.com/gtex_analysis_v6/annotations/GTEx_Data_V6_Annotations_SubjectPhenotypes_DD.xlsx
description.txt	gs://gtex_analysis_v6/annotations/description.txt	595 B	fd6e6d2fedb460d6a99b94c87718dd05	https://storage.googleapis.com/gtex_analysis_v6/annotations/description.txt
GTEx_Analysis_2015-01-12_OMNI_2.5M_5M_450Indiv_chr1-22-X_genot_imput_info04_maf01_HWEp1E6_variant_id_lookup.txt.gz	gs://gtex_analysis_v6/reference/GTEx_Analysis_2015-01-12_OMNI_2.5M_5M_450Indiv_chr1-22-X_genot_imput_info04_maf01_HWEp1E6_variant_id_lookup.txt.gz	136.45 MiB	177634a7f7436ad80289b46a8cd2799b	https://storage.googleapis.com/gtex_analysis_v6/reference/GTEx_Analysis_2015-01-12_OMNI_2.5M_5M_450Indiv_chr1-22-X_genot_imput_info04_maf01_HWEp1E6_variant_id_lookup.txt.gz
Homo_sapiens_assembly19.fasta.gz	gs://gtex_analysis_v6/reference/Homo_sapiens_assembly19.fasta.gz	818.1 MiB	d8c8e4e848f9a16dd25f741720e668ad	https://storage.googleapis.com/gtex_analysis_v6/reference/Homo_sapiens_assembly19.fasta.gz
description.txt	gs://gtex_analysis_v6/reference/description.txt	816 B	d8dc9a2e3ec3e0f5c6f0c747463009f4	https://storage.googleapis.com/gtex_analysis_v6/reference/description.txt
gencode.v19.genes.patched_contigs.gtf.gz	gs://gtex_analysis_v6/reference/gencode.v19.genes.patched_contigs.gtf.gz	6.59 MiB	a4562ad294d4f8dc54c5de2f2d3cad40	https://storage.googleapis.com/gtex_analysis_v6/reference/gencode.v19.genes.patched_contigs.gtf.gz
gencode.v19.genes.patched_contigs_exons.txt	gs://gtex_analysis_v6/reference/gencode.v19.genes.patched_contigs_exons.txt	12.99 MiB	5b8511e3bbd55c877e01b8912d60094a	https://storage.googleapis.com/gtex_analysis_v6/reference/gencode.v19.genes.patched_contigs_exons.txt
